stock_code,stock_name,title,content,published_at,source,collected_at
000660,SK하이닉스,[Invest]'재미없던' 고배당 ETF에 상장 첫날 1000억…흥행 키워드는 결국...,삼성전자와 SK하이닉스 등 반도체 대형주가 빠르게 오를 경우 콜옵션 매도에 따른 상방 제한으로 일반 주식형 ETF보다 총수익률이 낮아질 수 있다. 결국 투자자는 월분배와 옵션 프리미엄을 얻는 대신 강한 랠리... ,"Thu, 04 Jun 2026 14:18:00 +0900",naver,2026-06-04 14:28:34
000660,SK하이닉스,"[특징주] '차이나 머니 재등장' 설레는 신세계, 장중 15%↑ 신고가",시장이 유독 백화점의 저력에 주목하는 이유는 주식 등으로 대표되는 자산 가격 상승에 따른 '부의 효과(Wealth Effect)'와 반도체 호황發 성과급 확대 기대감이 맞물렸기 때문이다. 특히 삼성전자와 SK하이닉스 사업장이... ,"Thu, 04 Jun 2026 14:08:00 +0900",naver,2026-06-04 14:28:34
000660,SK하이닉스,기업지배구조보고서공시,공시유형: Y | 접수일: 20260529,20260529,dart,2026-06-04 14:28:35
000660,SK하이닉스,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],공시유형: Y | 접수일: 20260529,20260529,dart,2026-06-04 14:28:35
035420,NAVER,"초고수들, 삼성전자·NAVER ‘젠슨 황 깐부주’ 담았다 [주식 초고수는...","미래에셋증권에서 거래하는 고수익 투자자들이 4일 오전 가장 많이 순매수한 종목은 삼성전자, 삼성전기, NAVER 등으로 나타났다. 4일 미래에셋증권에 따르면 미래에셋증권 주식 거래자 중 최근 1개월 동안... ","Thu, 04 Jun 2026 11:39:00 +0900",naver,2026-06-04 14:28:37
035420,NAVER,"NAVER 주가, 6월 4일 장중 258,000원 8.02% 하락","외국인 투자자들의 주식 소진율은 35.00%이다. 현재 NAVER의 주가수익비율(PER)은 22.39배로, 동일업종의 PER 27.38배보다 낮은 수준이다. 동일업종의 등락률이 -5.62% 하락한 것과 비교하면, NAVER의 하락폭(-8.02... ","Thu, 04 Jun 2026 10:44:00 +0900",naver,2026-06-04 14:28:37
035420,NAVER,젠슨 황 ‘반짝 효과’였나…방한 앞두고 LG전자·SKT 등 10%대 하락[이런...,4일 한국거래소에 따르면 NAVER(035420)는 9시 22분 기준 전 거래일보다 1만 9500원(6.95%) 내린 26만 1000원에... NAVER는 1일 대만에서 열린 ‘GTC 타이베이 2026’ 기조연설에서 엔비디아와 네이버클라우드 로고 사이에 하트... ,"Thu, 04 Jun 2026 09:48:00 +0900",naver,2026-06-04 14:28:37
035420,NAVER,"NAVER 주가, 6월 4일 장중 265,000원 5.53% 하락","외국인 투자자들의 움직임도 중요한 지표로, 전체 상장주식수 대비 외국인 소진율은 35.00%를 기록하고 있다. 동일 업종 등락률이 -4.64%를 보이는 가운데, NAVER 주가 또한 하락했다. 지난 거래일, NAVER는... ","Thu, 04 Jun 2026 09:44:00 +0900",naver,2026-06-04 14:28:37
035420,NAVER,"주가조작은 패가망신! 〈3〉누가 팔았고, 누가 받았나?","대주주 주식회사 아주는 5월 26일 시간외매매로 363만4,363주를 처분했다. 처분... pcseong@naver.com 아래는 위 기사를 구글 번역을 통해 영문으로 옮긴 전문입니다. 이해를... ","Thu, 04 Jun 2026 09:18:00 +0900",naver,2026-06-04 14:28:37
035420,NAVER,기업설명회(IR)개최(안내공시),공시유형: Y | 접수일: 20260601,20260601,dart,2026-06-04 14:28:38
035420,NAVER,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],공시유형: Y | 접수일: 20260601,20260601,dart,2026-06-04 14:28:38
005380,현대차,[증권 뉴스브리핑] '주가 조작 패가망신 1호' 슈퍼리치 준항고/단일종목...,"주식 비중은 매일 리밸런싱을 통해 50%로 유지하며, 기초지수는 한국자산평가가 발표하는 KAP 삼성전자현대차채권혼합지수를 추종한다. 총 보수는 연 0.18%다. 최홍석 우리운용 ETF솔루션본부장은 &quot;최근 AI 투자 흐름은... ","Thu, 04 Jun 2026 14:24:00 +0900",naver,2026-06-04 14:28:40
005380,현대차,반도체 '빚투' 작년보다 3배 불어나…&quot;공포심리 확산 경계&quot;,"한국은행은 오늘(4일) 공개한 '개인 레버리지 주식투자 현황 및 평가' 보고서에서 개인 레버리지 주식투자... 종목별로는 삼성전자, SK하이닉스, 현대차 등 시가총액 상위 대형주를 중심으로 신용융자가 크게 늘었습니다.... ","Thu, 04 Jun 2026 13:59:00 +0900",naver,2026-06-04 14:28:40
005380,현대차,'미증유 코스피' 개인 레버리지 투자 역대 최대⋯한은 &quot;주가조정 시 변...,"이투데이=배근미 기자 | 국내 주식시장 신용융자·예탁금 급등…‘빚투’ 잔고 역대 최고 '주가조정... 종목별로는 삼성전자, SK하이닉스, 현대차 등 시가총액 상위 대형주 쏠림이 두드러졌다. 다만 한은은 국내 금융시장의... ","Thu, 04 Jun 2026 13:48:00 +0900",naver,2026-06-04 14:28:40
005380,현대차,[심층] 코리아 '리레이팅의 두 얼굴'…1경원 증시 속 '사상최대 빚투' 그...,"전자등록자산은 주식과 채권, 집합투자증권 등 자본시장법상 대부분의 증권을 포괄하는 지표다. 시장... 종목별로는 삼성전자와 SK하이닉스, 현대차 등 시가총액 상위 대형주를 중심으로 신용융자가 늘었다. 일부... ","Thu, 04 Jun 2026 13:44:00 +0900",naver,2026-06-04 14:28:40
005380,현대차,해외거래소에 삼성전자·SK하이닉스·현대차 무기한 선물 상장?,"이름은 삼성전자·SK하이닉스·현대차를 달았지만, 실상은 주식 소유와 무관한 고위험 파생 노출 상품에 가깝다. 거래 제한 지역도 적혀 있다. 바이비트는 미국, 중국 본토, 홍콩, 싱가포르, 캐나다, 북한, 쿠바, 이란... ","Thu, 04 Jun 2026 13:36:00 +0900",naver,2026-06-04 14:28:40
005380,현대차,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],공시유형: Y | 접수일: 20260601,20260601,dart,2026-06-04 14:28:41
005380,현대차,기업지배구조보고서공시,공시유형: Y | 접수일: 20260601,20260601,dart,2026-06-04 14:28:41
000270,기아,[기초의원 당선인 명단] 경남-1,네오팜 주식회사 선임연구원) ▲ 이태진(국·44·자영업) &lt;아선거구&gt; ▲ 강진철(국·65·진주시의원)... (국·52·기아 김해서부지점 영업차장) ▲ 조종현(민·64·정당인) &lt;라선거구&gt; ▲ 안도영(민·29·정당인) ▲ 정준호... ,"Thu, 04 Jun 2026 14:09:00 +0900",naver,2026-06-04 14:28:42
000270,기아,코스피 랠리에 ETF에도 '뭉칫돈'…운용사 대표 상품 몸집 커진다,"삼성전자, SK하이닉스 등 대한민국 대표 반도체 기업을 필두로 국내 주식시장의 전반적인 성장에 폭넓게... 4일 기준 주요 편입 종목은 ▲현대차(23.69%) ▲현대모비스(16.90%) ▲LG이노텍(13.68%) ▲기아(10.79... ","Thu, 04 Jun 2026 10:27:00 +0900",naver,2026-06-04 14:28:42
000270,기아,"[개장시황] 이란혁명수비대, 미군기지 공격…코스피 8600선까지 밀려","개인과 기관은 코스피에서 각각 1조6299억원, 315억원의 주식을 순매수하고 있지만, 외국인이... 01%) △기아(-1.95%) △두산에너빌리티(-0.20%) △삼성바이오로직스(-1.17%) △LG전자(-14.14%) △한화에어로스페이스(-0.... ","Thu, 04 Jun 2026 09:26:00 +0900",naver,2026-06-04 14:28:42
000270,기아,지방선거보다 젠슨 황 테마주 들썩?···AI·로봇주 질주에 변동성 경고,"최근 주식 시장의 움직임은 결코 선거에 의한 것이 아니었다&quot;며 &quot;당장 이번 선거가 증시에 미치는 영향은... 한국거래소에 따르면, 유가증권시장 시가총액 50조원 이상 대형주 가운데 현대차와 현대모비스, 기아... ","Thu, 04 Jun 2026 08:44:00 +0900",naver,2026-06-04 14:28:42
000270,기아,"[성과배분 쟁점] ⑧기아, '운영 리스크' 별도 관리 성과 시험대","일부를 주식으로 지급하는 우리사주제도도 현대차와 같이 운영하고 있었다. 노사 소통의 구조 역시 마련돼 있었다. 보고서에 따르면 기아는 매년 정기적으로 단체교섭을 진행하고 있다. 또 노사협의회, 고용안정위원회... ","Thu, 04 Jun 2026 07:00:00 +0900",naver,2026-06-04 14:28:42
000270,기아,기업설명회(IR)개최(안내공시),공시유형: Y | 접수일: 20260602,20260602,dart,2026-06-04 14:28:44
000270,기아,영업(잠정)실적(공정공시),공시유형: Y | 접수일: 20260601,20260601,dart,2026-06-04 14:28:44
AAPL,애플,"머스크, 세계 첫 ‘조만장자’ 눈앞…스페이스X 기업가치 2700조 도전","상장 후 기업가치가 목표 수준에 도달하면 스페이스X는 엔비디아, 마이크로소프트, 애플 등 소수의... 블룸버그에 따르면 머스크는 초의결권 주식을 통해 이사회 과반을 선임할 수 있으며, 경영권에 대한 영향력을... ","Thu, 04 Jun 2026 14:11:00 +0900",naver,2026-06-04 14:28:45
AAPL,애플,"[오후 뉴스브리핑] 암호화폐 시장, 최근 24시간 동안 11억500만달러 청산...","99%, 스트래티지는 7.01%, 비트디지털은 6.57% 내렸다. MSX는 미국 주식과 ETF 기반 RWA 토큰을 거래하는 플랫폼으로, 애플·아마존·구글·메타·마이크로소프트·넷플릭스·엔비디아 등 관련 토큰을 상장하고 있다.","Thu, 04 Jun 2026 12:04:00 +0900",naver,2026-06-04 14:28:45
AAPL,애플,"OECD 웃도는 생존율에도…韓 대학 혁신창업, 선도기업 '0'","반면 미국은 시가총액 10대 기업 중 구글, 애플, 마이크로소프트, 브로드컴, 메타 등 5개 기업이 대학... 비상장주식 유통 플랫폼 내 대학 혁신창업 기업 전용 거래시장을 도입해 투자 회수 경로를 넓히는 방안도 함께... ","Thu, 04 Jun 2026 12:02:00 +0900",naver,2026-06-04 14:28:45
AAPL,애플,[권상집의 인사이트] 상대적 박탈감과 무력감을 권하는 사회,"그리고 미국인은 국내보다 주식투자를 더 많이 즐겨 한다고 반문하는 이도 있다. 그러나 애플, 엔비디아 등 글로벌 빅테크기업이 IT 패러다임을 전환하며 혁신을 창출했을 때도 주가가 10배 오르는데 7년에서 15년이... ","Thu, 04 Jun 2026 11:00:00 +0900",naver,2026-06-04 14:28:45
AAPL,애플,[위클리 디지털포스트] 퀄컴이 못 띄운 Arm 노트북... 엔비디아 &quot;내가 한...,"더버지는 엔비디아가 올가을부터 인텔, AMD, 애플, 퀄컴처럼 PC의 중심 칩을 공급하는 기업이 된다고 짚었습니다. 주식시장도 민감하게 반응했습니다. 마켓워치에 따르면 엔비디아의 새 AI PC 칩 발표 이후 Arm... ","Thu, 04 Jun 2026 10:48:00 +0900",naver,2026-06-04 14:28:45
TSLA,테슬라,"머스크, 세계 첫 ‘조만장자’ 눈앞…스페이스X 기업가치 2700조 도전","테슬라 역시 지난해 말 기준 16.7배에 그쳤다. 월가에서는 투자자들이 이 같은 초고평가를 받아들일지... 블룸버그에 따르면 머스크는 초의결권 주식을 통해 이사회 과반을 선임할 수 있으며, 경영권에 대한... ","Thu, 04 Jun 2026 14:11:00 +0900",naver,2026-06-04 14:28:47
TSLA,테슬라,"스페이스X, 역대 최대 IPO 임박…기업가치 '1조7700억달러' 목표",자신의 기업 테슬라(1조6000억달러) 가치를 웃돌게 된다. 스페이스X의 지분 약 42%를 보유한 머스크는 기업공개를 계기로 세계 최초의 '조만장자'에 오를 전망이다. 스페이스X 주식은 오는 12일부터 나스닥... ,"Thu, 04 Jun 2026 14:08:00 +0900",naver,2026-06-04 14:28:47
TSLA,테슬라,"&quot;스페이스X, 공모가 135달러에 기업가치 2686조원 목표&quot;... 역대 최대 IP...",회사는 전체 지분의 약 4.3%에 해당하는 주식을 시장에 내놓아 약 750억달러를 조달하는 방안을 추진 중인... 기업인 테슬라의 시가총액을 넘어설 가능성도 있다고 보고 있다. 스페이스X는 올해 초 인공지능 기업 xAI를... ,"Thu, 04 Jun 2026 13:51:00 +0900",naver,2026-06-04 14:28:47
TSLA,테슬라,"스페이스X 역대급 상장 임박…JP모건, 부자 고객 2500명 모은다",JP모건은 2021년 테슬라의 상장폐지 시도와 관련된 주식워런트 거래 문제로 테슬라를 상대로 소송을 냈다. 양측은 맞소송 끝에 2024년 11월 소송을 취하했다. 이후 다이먼 CEO는 머스크와의 관계를 회복했다는 취지로... ,"Thu, 04 Jun 2026 13:24:00 +0900",naver,2026-06-04 14:28:47
TSLA,테슬라,1조 달러짜리 회사가 두개? '스페이스X' IPO 앞둔 머스크 꿈과 현실,업체 테슬라를 웃도는 수준이다. IPO가 성공적으로 끝나면 머스크는 1조 달러짜리 회사를 2개 거느리게... 가격에 주식을 매수할 기회를 갖게 될 것&quot;이라고 분석했다. 머스크의 스페이스X는 성공적으로 IPO를... ,"Thu, 04 Jun 2026 12:55:00 +0900",naver,2026-06-04 14:28:47
NVDA,엔비디아,&quot;본체보다 장비&quot;…스페이스X 상장 앞둔 월가 '우주 소부장'에 꽂혔다,인공지능(AI) 투자 사이클에서 엔비디아보다 고대역폭메모리(HBM) 공급망 기업들이 더 큰 기대를 받았던... 스페이스X는 4일 기관투자자를 대상으로 투자설명회(로드쇼)를 시작한 뒤 11일 공모가와 공모 주식 수를 최종... ,"Thu, 04 Jun 2026 14:28:00 +0900",naver,2026-06-04 14:28:47
NVDA,엔비디아,터치 디스플레이 탑재한 하이엔드 PC '몬스타PC 미러',"몬스타주식회사) [디지털포스트(PC사랑)=임병선 기자] 하이엔드 PC 조립 시장에서 본체 내부를... 또한, 이전 세대 대비 연산 대역폭과 레이 트레이싱 처리 능력이 비약적으로 상승한 엔비디아 지포스 RTX 5080 16GB... ","Thu, 04 Jun 2026 14:20:00 +0900",naver,2026-06-04 14:28:47
NVDA,엔비디아,"머스크, 세계 첫 ‘조만장자’ 눈앞…스페이스X 기업가치 2700조 도전","상장 후 기업가치가 목표 수준에 도달하면 스페이스X는 엔비디아, 마이크로소프트, 애플 등 소수의... 블룸버그에 따르면 머스크는 초의결권 주식을 통해 이사회 과반을 선임할 수 있으며, 경영권에 대한 영향력을... ","Thu, 04 Jun 2026 14:11:00 +0900",naver,2026-06-04 14:28:47
NVDA,엔비디아,[시장 따라잡기] 엔비디아 '휴머노이드 동맹' 합류할 국내 기업은?,"이렇게 외국인 주식 자금 유출이 사상 최대 수준으로 확대되면서 환율이 연일 뛰고 있는데요. 중동 리스크가... 오늘(4일) 저녁엔 젠슨 황 엔비디아 CEO가 방한할 예정인데요. 방한 기대감에 가장 크게 뛰었던 섹터, 바로... ","Thu, 04 Jun 2026 13:43:00 +0900",naver,2026-06-04 14:28:47
NVDA,엔비디아,"&quot;아니, 젠슨 황이 한국 오는데 왜 이렇게까지 난리지?&quot;",엔비디아의 젠슨 황 CEO가 반년 만에 우리나라를 다시 찾습니다. 대만에서 열리는 컴퓨텍스와 GTC를 마친 뒤 곧장 한국에 들어오는 것으로 알려졌습니다. 벌써부터 모든 미디어와 주식 시장이 들썩입니다. 상세한 일정을... ,"Thu, 04 Jun 2026 13:40:00 +0900",naver,2026-06-04 14:28:47
MSFT,마이크로소프트,"머스크, 세계 첫 ‘조만장자’ 눈앞…스페이스X 기업가치 2700조 도전","상장 후 기업가치가 목표 수준에 도달하면 스페이스X는 엔비디아, 마이크로소프트, 애플 등 소수의... 블룸버그에 따르면 머스크는 초의결권 주식을 통해 이사회 과반을 선임할 수 있으며, 경영권에 대한 영향력을... ","Thu, 04 Jun 2026 14:11:00 +0900",naver,2026-06-04 14:28:49
MSFT,마이크로소프트,'AI 실탄' 더 늘리는 알파벳…유상증자 123조 원→130조 원,"알파벳은 앞서 1일 공시에서는 주식 매각을 통해 총 800억 달러를 조달할 계획이라고 밝혔습니다. 자금... 4대 '하이퍼스케일러'(대규모 데이터센터 운영사)인 알파벳, 아마존, 메타, 마이크로소프트는 올해 AI 분야에... ","Thu, 04 Jun 2026 13:35:00 +0900",naver,2026-06-04 14:28:49
MSFT,마이크로소프트,AI 투자 폭주로 빅테크 현금흐름 바닥,이제는 주식·채권시장에서 직접 자금을 끌어와야 하는 단계로 접어들었다는 분석이다. 현금 창출력은 이미 빠르게 약해지고 있다. 파이낸셜타임스(FT)는 지난달 8일 아마존·알파벳·마이크로소프트·메타 등 4대... ,"Thu, 04 Jun 2026 13:02:00 +0900",naver,2026-06-04 14:28:49
MSFT,마이크로소프트,"[오후 뉴스브리핑] 암호화폐 시장, 최근 24시간 동안 11억500만달러 청산...","99%, 스트래티지는 7.01%, 비트디지털은 6.57% 내렸다. MSX는 미국 주식과 ETF 기반 RWA 토큰을 거래하는 플랫폼으로, 애플·아마존·구글·메타·마이크로소프트·넷플릭스·엔비디아 등 관련 토큰을 상장하고 있다.","Thu, 04 Jun 2026 12:04:00 +0900",naver,2026-06-04 14:28:49
MSFT,마이크로소프트,"OECD 웃도는 생존율에도…韓 대학 혁신창업, 선도기업 '0'","반면 미국은 시가총액 10대 기업 중 구글, 애플, 마이크로소프트, 브로드컴, 메타 등 5개 기업이 대학... 비상장주식 유통 플랫폼 내 대학 혁신창업 기업 전용 거래시장을 도입해 투자 회수 경로를 넓히는 방안도 함께... ","Thu, 04 Jun 2026 12:02:00 +0900",naver,2026-06-04 14:28:49
GOOGL,구글,AI 기업 지분 50% 국민에게 넘겨라?...리플 CTO &quot;표현의 자유 공격&quot;,"벤징가는 해당 법안이 오픈AI와 앤트로픽, 구글 딥마인드(Google DeepMind) 같은 기업을 겨냥한다고 전했다. AI 관련 주식이 글로벌 시장에서 가장 강한 흐름을 보이는 시점에 나온 50% 강제 지분 이전 구상은 의회 통과... ","Thu, 04 Jun 2026 13:36:00 +0900",naver,2026-06-04 14:28:52
GOOGL,구글,'AI 실탄' 더 늘리는 알파벳…유상증자 123조 원→130조 원,구글의 모회사 알파벳이 인공지능(AI) 인프라 투자 확대를 위한 유상증자 규모를 800억 달러(약 123조 원)... 알파벳은 앞서 1일 공시에서는 주식 매각을 통해 총 800억 달러를 조달할 계획이라고 밝혔습니다. 자금 조달의... ,"Thu, 04 Jun 2026 13:35:00 +0900",naver,2026-06-04 14:28:52
GOOGL,구글,AI 투자 폭주로 빅테크 현금흐름 바닥,"울프리서치의 크리스 카소 시장전문가는 하이퍼스케일러의 현금흐름만으로는 2027~2028년 대규모 자본지출 증가를 감당하기 어렵다는 우려가 있었다며, 구글은 이번 주식 발행으로 AI 투자 재원을 외부 시장에서... ","Thu, 04 Jun 2026 13:02:00 +0900",naver,2026-06-04 14:28:52
GOOGL,구글,"양자컴퓨팅 대장주 노리는 퀀티넘…IPO 흥행, 오늘 밤 나스닥 상장",퀀티넘 주식에 대한 수요가 강할 경우 IPO 주관사들은 향후 30일 이내에 420만주를 추가 매각할 수 있는... 이는 IBM이나 구글이 채택한 초전도 방식에 비해 초정밀 연산이 가능하고 낮은 오류율을 구현할 수 있다는... ,"Thu, 04 Jun 2026 12:53:00 +0900",naver,2026-06-04 14:28:52
GOOGL,구글,[김현철의 美증시] 미·이란 긴장 고조와 트럼프 관세 폭탄,그러나 오스틴 내 경쟁사인 구글 웨이모가 250대 이상의 차량을 운영하는 반면 테슬라는 50대 수준에 머물러... 칼럼니스트 미국 주식 프로 트레이더 (ICT/스마트머니 콘셉트 알고리즘 분석) 한국외국어대학교 졸업,"Thu, 04 Jun 2026 12:12:00 +0900",naver,2026-06-04 14:28:52
